,id,name,summary,space,description,host_id,host_name,host_location,host_about,host_is_superhost,neighbourhood_group_cleansed,city,state,zipcode,market,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,square_feet,price
4403,21510987,Best location in Neukölln *Schillerperle,"Our flat is located in one of the nicest neighborhoods in Neukölln, the Schillerkiez. The Tempelhofer Feld is just 5 minutes away. Nice restaurants, bakeries, supermarkets are everywhere around here. The flat has 32 sq/m and it is on the 4th floor, being very bright even in winter days! Perfect for singles and couples.",,"Our flat is located in one of the nicest neighborhoods in Neukölln, the Schillerkiez. The Tempelhofer Feld is just 5 minutes away. Nice restaurants, bakeries, supermarkets are everywhere around here. The flat has 32 sq/m and it is on the 4th floor, being very bright even in winter days! Perfect for singles and couples.",9378961,Alejandro & Anais,"Berlin, Berlin, Germany","We are music lovers and musicians, in love with Berlin. We are from Spain and Brazil, and enjoy very much traveling and cooking, also having a good wine with friends. With airbnb we had already some nice stays in different cities, and we also rent another space in Berlin Neukölln sometimes- we met already some great people!",t,Neukölln,Berlin,Berlin,12049,Berlin,52.478,13.42407,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{Wifi,Kitchen,""Free street parking"",Heating,Washer,Essentials,Hangers,""Hair dryer"",""Laptop friendly workspace"",""Private entrance"",""Hot water"",""Bed linens"",""Long term stays allowed"",""Host greets you""}",,50.0
4420,21582285,quite room perfectly located,"I offer a cosy room in my apartment. The location is perfect and the room quite. I'm living in a wonderful apartment in a house from 1902: Enjoy the typical timber floor boards on the floor, the stucco at the ceiling and the large windows leaving a lot of light into all rooms. The flat has a perfect connection to public transporation and in the neigbourhood you can find everything you need (from the supermarket to the bar/Späti or shopping mall).","The room itself is situated in the back part of the flat towards the backyard. You reach it via a second corridor also leading to the bathroom (so room and bathroom are next to each other) The apartment is quite huge and very bright. You use together with me the large bathroom (tub, window), the very well equipped kitchen and the cosy living room (sofa, airmchair, TV, dining table, piano).","I offer a cosy room in my apartment. The location is perfect and the room quite. I'm living in a wonderful apartment in a house from 1902: Enjoy the typical timber floor boards on the floor, the stucco at the ceiling and the large windows leaving a lot of light into all rooms. The flat has a perfect connection to public transporation and in the neigbourhood you can find everything you need (from the supermarket to the bar/Späti or shopping mall). The room itself is situated in the back part of the flat towards the backyard. You reach it via a second corridor also leading to the bathroom (so room and bathroom are next to each other) The apartment is quite huge and very bright. You use together with me the large bathroom (tub, window), the very well equipped kitchen and the cosy living room (sofa, airmchair, TV, dining table, piano). Apart from your room (did I mention the walk-in closet?!) there's a very well equipped kitchen, a bright bath and a cosy living room. When I'm not in (what ",156959566,Nadia,DE,,t,Neukölln,Berlin,Berlin,12053,Berlin,52.48209,13.43387,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Wifi,Kitchen,""Free street parking"",Heating,Washer,""Carbon monoxide detector"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Luggage dropoff allowed"",""Host greets you""}",,25.0
4444,21661675,Spacious Bedroom in Mitte Penthouse with Fireplace,"Spacious private bedroom in top-floor 140 m2 Penthouse in Mitte/Prenzlauer Berg. Shared spaces are: living space,  kitchen, bathroom, second WC, laundry room, entrance hall, 20 m2 terrace. The apartment is located on the top floor (with elevator) with 4.5m high ceilings. Feel free to ask any questions. I will be glad to make your stay comfortable and enjoyable. PLEASE READ FULL DESCRIPTION & HOUSE RULES BEFORE BOOKING. Nearby: Soho House, Alexanderplatz, Museum Island, Gendarmenmarkt, Mauerpark.","Place fits great for couples / friends  / business travelers. 140 m2 Penthouse with a view on TV Tower, located between Prenzlauer Berg and Mitte.  You will have access to everything that you may need for your comfortable stay: spacious living room with HD projector and fireplace, open kitchen for making breakfast, huge 20 m2 terrace with a view on Alexanderplatz TV Tower, bathroom with tub and rain shower. PLEASE READ FULL DESCRIPTION & HOUSE RULES BEFORE BOOKING. THE BEDROOM (PRIVATE): - Very bright room with size 15 m2 with one comfortable double bed (200x180cm). Wardrobe with hangers, night table with a lamp in the room.  - Nice view into the green yard and over rooftops of the city - Windows face the north-east and have blinders for your comfortablnight - Smoking is not allowed in the apartment - Please do not eat food in the bedroom to keep it clean THE SHARED SPACE: Please keep in mind that some spaces are shared. Please be considerate to others when using it, especially bathroo","Spacious private bedroom in top-floor 140 m2 Penthouse in Mitte/Prenzlauer Berg. Shared spaces are: living space,  kitchen, bathroom, second WC, laundry room, entrance hall, 20 m2 terrace. The apartment is located on the top floor (with elevator) with 4.5m high ceilings. Feel free to ask any questions. I will be glad to make your stay comfortable and enjoyable. PLEASE READ FULL DESCRIPTION & HOUSE RULES BEFORE BOOKING. Nearby: Soho House, Alexanderplatz, Museum Island, Gendarmenmarkt, Mauerpark. Place fits great for couples / friends  / business travelers. 140 m2 Penthouse with a view on TV Tower, located between Prenzlauer Berg and Mitte.  You will have access to everything that you may need for your comfortable stay: spacious living room with HD projector and fireplace, open kitchen for making breakfast, huge 20 m2 terrace with a view on Alexanderplatz TV Tower, bathroom with tub and rain shower. PLEASE READ FULL DESCRIPTION & HOUSE RULES BEFORE BOOKING. THE BEDROOM (PRIVATE): - Very",3455390,Peter And Denis,"Berlin, Berlin, Germany","I am totally into doing spontaneous things, such as waking up at 3am to drive to some other country. 
In September 2012 me and my my future wife arrived in Barcelona without money and it turned out to be one of the best trip experiences I've ever had. It would never happen without Airbnb and Couchsurfing. 

Nowadays I live in Berlin and do Digital Marketing and Data Analysis; I also co-own digital marketing agency. 
I live together with my charming wife and we gladly welcome guests from all over the world to show the city, share life experiences drinking tea, exploring local markets and unknown corners of Berlin.

Top 5 favourite TV shows:
1. Stranger Things
2. The Man in the High Castle
3. Black Mirror
4. Rick & Morty
5. Fringe

Favourite sport activities I've been doing: 
- Bouldering
- Capoeira
- Crossfit
- Running
",t,Mitte,Berlin,Mitte,10119,Berlin,52.52599,13.41036,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Wifi,Kitchen,""Paid parking off premises"",Elevator,""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",Bathtub,""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you"",""Paid parking on premises""}",,63.0
4452,21689215,Berlin-Mitte: cosy duplex with private bathroom.,"In the very center of Mitte, one of the best location you can get in Berlin. Two floors, two rooms, two bathrooms! The second floor is yours: room, private bathroom, and I can give you access to my music studio which has a cosy tv-room. My roommate, a super cool german guys working in a startup, lives on the first floor, where the kitchen/living room is. So you're very cosy upstairs. The flat has a good energy. It's very charismatic place, comfy.","It's a place where we both live, with all essentials and more.  I'll travel a little bit, that's why I'm putting it on Airbnb.","In the very center of Mitte, one of the best location you can get in Berlin. Two floors, two rooms, two bathrooms! The second floor is yours: room, private bathroom, and I can give you access to my music studio which has a cosy tv-room. My roommate, a super cool german guys working in a startup, lives on the first floor, where the kitchen/living room is. So you're very cosy upstairs. The flat has a good energy. It's very charismatic place, comfy. It's a place where we both live, with all essentials and more.  I'll travel a little bit, that's why I'm putting it on Airbnb. My roommate will be there. He's very friendly and enjoy sharing a beer. But if you're not into socialising, he won't mind neither. Probably the best location for expats! It’s perfectly located next to rosenthaler plaatz. Great area for food, fancy and cosy bars & café, quiet and safe, in the Mitte of the city. Mauer park, museum island, hackescher markt and alexander plaatz are at walking distance! Buses, tram and unde",1561483,Diego,"Brussels, Brussels, Belgium","I'm a passionate and open minded being.
Rational and emotional at the same time.

I'm a computer engineer, building web application. 
Beside programming I love music, deejaying, electronic music production. 
I enjoy sport, yoga, meditation, outdoor activities.",t,Mitte,Berlin,Berlin,10119,Berlin,52.53241,13.397879999999999,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,Wifi,Kitchen,""Pets allowed"",Breakfast,""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Iron,""Laptop friendly workspace"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}",,55.0
4465,21742348,Ideal for single traveler. Very bright and quiet!,This Air Bnb stay is perfect for single travelers.  Please note that you’ll have to climb the loft bed but it’s worth it. You’ll sleep very comfortable!  The apartment is very bright and absolutely quiet as it is located in between two back yards.  Help yourself to coffee or some cereal and feel free to use the kitchen as you like.  The apartment is located right in between Kreuzberg and Neukölln with shops and public transport connections in less then five minutes walking distance away.,The bathroom on the picture is for your use only during your stay.,"This Air Bnb stay is perfect for single travelers.  Please note that you’ll have to climb the loft bed but it’s worth it. You’ll sleep very comfortable!  The apartment is very bright and absolutely quiet as it is located in between two back yards.  Help yourself to coffee or some cereal and feel free to use the kitchen as you like.  The apartment is located right in between Kreuzberg and Neukölln with shops and public transport connections in less then five minutes walking distance away. The bathroom on the picture is for your use only during your stay. The bathroom on the picture is for your use only during your stay. It’s located at the end of the hallway one door away from your room When I am home I am happy for a chat or a cup of tea. I work as a designer most of the week and am home in the late evenings. There’s lots food and shopping options nearby but you can also catch a bus or the metro in less then 5 minutes walking.  Neukölln is packed with lots of bars, restaurants and plac",33983908,Jennifer,"Berlin, Berlin, Germany","Since I moved to Berlin seven years ago from Prague I never once regretted my decision. I love the city and feel very happy here. 
Recently my baby was born and we like to say hello to the grandparents and therefore rent out our home during our time gone.
In my professional life I make jewelry. 
",t,Friedrichshain-Kreuzberg,Berlin,Berlin,10967,Berlin,52.49016999999999,13.417720000000001,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,"{TV,Wifi,Kitchen,""Free parking on premises"",Heating,Washer,Essentials,Hangers,""Hair dryer"",Iron,Microwave,Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed""}",,30.0
4466,21746656,Penthouse Bedroom w/ Fireplace & Terrace in Mitte,"Spacious Private Bedroom in attic-floor 140 m2 Penthouse in Mitte. 7 minutes walk from Alexanderplatz, right next to the famous Soho House. It is located in Kollwitzkiez, one of the best areas in city.  Shared spaces are: living area, kitchen, bathroom, 2nd WC, laundry room, 20 m2 terrace. Feel free to ask any questions. I will be glad to make your stay comfortable. PLEASE READ FULL DESCRIPTION & RULES BEFORE BOOKING. Nearby: Soho House, Alexanderplatz, Museum Island, Gendarmenmarkt, Mauerpark.","Place fits great for couples / friends  / business travelers. 140 m2 Penthouse with a view on TV Tower, located between Prenzlauer Berg and Mitte.  You will have access to everything that you may need for your comfortable stay: spacious living room with HD projector and fireplace, open kitchen for making breakfast, huge 20 m2 terrace with a view on Alexanderplatz TV Tower, bathroom with tub and rain shower. PLEASE READ FULL DESCRIPTION & HOUSE RULES BEFORE BOOKING. THE BEDROOM (PRIVATE): - Very bright room with size 15 m2 with one comfortable double bed (200x180cm). Wardrobe with hangers, night table with a lamp in the room.  - Nice view into the green yard and over rooftops of the city - Windows face the north-east and have blinders for your comfortablnight - Smoking is not allowed in the apartment - Please only eat in the dining area, do not bring food to the bedroom to keep it clean THE SHARED SPACE: Please keep in mind that some spaces are shared. Please be considerate to others wh","Spacious Private Bedroom in attic-floor 140 m2 Penthouse in Mitte. 7 minutes walk from Alexanderplatz, right next to the famous Soho House. It is located in Kollwitzkiez, one of the best areas in city.  Shared spaces are: living area, kitchen, bathroom, 2nd WC, laundry room, 20 m2 terrace. Feel free to ask any questions. I will be glad to make your stay comfortable. PLEASE READ FULL DESCRIPTION & RULES BEFORE BOOKING. Nearby: Soho House, Alexanderplatz, Museum Island, Gendarmenmarkt, Mauerpark. Place fits great for couples / friends  / business travelers. 140 m2 Penthouse with a view on TV Tower, located between Prenzlauer Berg and Mitte.  You will have access to everything that you may need for your comfortable stay: spacious living room with HD projector and fireplace, open kitchen for making breakfast, huge 20 m2 terrace with a view on Alexanderplatz TV Tower, bathroom with tub and rain shower. PLEASE READ FULL DESCRIPTION & HOUSE RULES BEFORE BOOKING. THE BEDROOM (PRIVATE): - Very ",3455390,Peter And Denis,"Berlin, Berlin, Germany","I am totally into doing spontaneous things, such as waking up at 3am to drive to some other country. 
In September 2012 me and my my future wife arrived in Barcelona without money and it turned out to be one of the best trip experiences I've ever had. It would never happen without Airbnb and Couchsurfing. 

Nowadays I live in Berlin and do Digital Marketing and Data Analysis; I also co-own digital marketing agency. 
I live together with my charming wife and we gladly welcome guests from all over the world to show the city, share life experiences drinking tea, exploring local markets and unknown corners of Berlin.

Top 5 favourite TV shows:
1. Stranger Things
2. The Man in the High Castle
3. Black Mirror
4. Rick & Morty
5. Fringe

Favourite sport activities I've been doing: 
- Bouldering
- Capoeira
- Crossfit
- Running
",t,Mitte,Berlin,Berlin,10178,Berlin,52.52814,13.412510000000001,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Wifi,Kitchen,""Paid parking off premises"",Elevator,""Indoor fireplace"",Heating,""Family/kid friendly"",""Suitable for events"",Washer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",Bathtub,""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""EV charger"",""Single level home"",""Patio or balcony"",""Luggage dropoff allowed"",""Long term stays allowed"",""No stairs or steps to enter"",""No stairs or steps to enter"",""Wide clearance to shower, toilet"",""No stairs or steps to enter"",""Host greets you"",""Paid parking on premises""}",,60.0
4470,21759319,"Central, cosy and airy apartment in Kreuzberg","Cosy, airy basement apartment in Kreuzberg with hardwood floor throughout, stylish furniture and excellent heating. It contains a separate bathroom with powerful shower and own kitchen with coffee machine, cooking facilities, kettle and dining area. The spacious bedroom features a comfortable double bed, a large wardrobe, leather sofa and writing desk.",,"Cosy, airy basement apartment in Kreuzberg with hardwood floor throughout, stylish furniture and excellent heating. It contains a separate bathroom with powerful shower and own kitchen with coffee machine, cooking facilities, kettle and dining area. The spacious bedroom features a comfortable double bed, a large wardrobe, leather sofa and writing desk. The hosts live in the neighbouring apartment and are always available for key handover, general information and any queries you may have. They do however have a separate entrance and you will be free to enjoy your stay in peace. The apartment is situated in a desirable and convenient location between Gleisdreieck Park, Viktoriapark, Potsdamer Platz, Checkpoint Charlie, Tempelhofer Feld and the many cafes, restaurants, bars and shops of Bergmannstraße. The apartment boasts excellent transport links, with the U1, U6, U7, U2, and S-Bahn lines all within easy access. Closest stations are Mehringdamm (U6, U7), Möckernbrücke (U7, U1), Gleisdre",17029506,Katrin,"Berlin, Berlin, Germany",,t,Friedrichshain-Kreuzberg,Berlin,Berlin,10963,Berlin,52.49698000000001,13.38292,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{Wifi,Kitchen,Heating,""Smoke detector"",Essentials,Shampoo,Hangers,""Hair dryer"",""Laptop friendly workspace"",""Private entrance"",""Hot water"",""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove,""Host greets you""}",,50.0
4476,21768864,Cosy room in Central Berlin Mitte Alexanderplatz,"Cosy, quite double bedded private room in Berlin Centre without kitchen, a few minutes walking to Alexanderplatz (World Clock, Television Tower, Berlin Cathedral...). Shopping Center and restaurants, supermarkets just on foot to reach. ------------------------------------------ Liebevoll eingerichtetes Privatzimmer ohne Küche, sehr zentral gelegen jedoch ruhig, nur ein paar Minuten zu Fuß zum Alexanderplatz. Shopping, Restaurants, Supermärkte...alles in der Nähe.","""If the room is no more availabe for the days you need, pls check my 2nd room."" Comfortable Double bed 140x200cm, bed linen suitable for allergic people, wardrobe with mirror. You have fridge, water heater, cups, coffee & tea, bottle opener & a small knife (for  fruit) for free on the floor. Pls note that there is NO KITCHEN, no fork, no plate & it's not possible to cook. ------------------------------------------ ""Falls dieses Zimmer nicht mehr verfügbar ist, bitte mein 2.Zimmer checken."" Komfortables Doppelbett 140x200cm, Bettwäsche auch für Allergiker geeignet, Kleiderschrank mit Spiegel. Kühlschrank, Wasserkocher, Tassen, Kaffee und Tee sowie Flaschenöffner, kleine Messe (für Obst) stehen kostenlos im Flur zur Verfügung. Bitte beachten, dass es KEINE KÜCHE, keine Gabel, keine Teller gibt, also Kochen ist nicht möglich.","Cosy, quite double bedded private room in Berlin Centre without kitchen, a few minutes walking to Alexanderplatz (World Clock, Television Tower, Berlin Cathedral...). Shopping Center and restaurants, supermarkets just on foot to reach. ------------------------------------------ Liebevoll eingerichtetes Privatzimmer ohne Küche, sehr zentral gelegen jedoch ruhig, nur ein paar Minuten zu Fuß zum Alexanderplatz. Shopping, Restaurants, Supermärkte...alles in der Nähe. ""If the room is no more availabe for the days you need, pls check my 2nd room."" Comfortable Double bed 140x200cm, bed linen suitable for allergic people, wardrobe with mirror. You have fridge, water heater, cups, coffee & tea, bottle opener & a small knife (for  fruit) for free on the floor. Pls note that there is NO KITCHEN, no fork, no plate & it's not possible to cook. ------------------------------------------ ""Falls dieses Zimmer nicht mehr verfügbar ist, bitte mein 2.Zimmer checken."" Komfortables Doppelbett 140x200cm, Be",158606993,Mai,"Berlin, Berlin, Germany","Hi you guys,

I’m Mai, I love travelling, cooking or just hanging out with people. 

I'm very open-minded to all cultures and people from over the world. I'll be happy if I can help you somehow during your stay in Berlin :)

Please feel free to contact me if you need any information. I speak German and English.

See ya,
Mai
----------------------------------------------
Ich spreche Deutsch und Englisch.
Für weitere Informationen stehe ich gerne zur Verfügung.

Bis denne,
Mai ",t,Mitte,Berlin,Berlin,10178,Berlin,52.52431,13.42111,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{Wifi,""Paid parking off premises"",Elevator,Heating,Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",Bathtub,""Hot water"",""Bed linens"",Refrigerator,""Long term stays allowed"",""Wide hallways"",""No stairs or steps to enter"",""Wide entrance for guests"",""Flat path to guest entrance"",""Well-lit path to entrance"",""No stairs or steps to enter"",""Wide entrance"",""Accessible-height bed"",""Wide doorway to guest bathroom"",""Accessible-height toilet"",""Handheld shower head"",""Paid parking on premises""}",,39.0
4484,21795570,"Kreuzberg, tolle Lage, ruhige Erdgeschoss Wohnung,","New Fast DSL50 Internet. Die Unterkunft befindet sich am Bergmann Kiez. Dort gibt es sehr viele schöne Cafés, Bars. Genauso nah liegen die Hasenheide, das Tempelhofes Feld, der Victoria Park und der Gräfe Kiez. Sehr gut mit  U–Bahn und Bus zu erreichen. Die Unterkunft ist gut für Paare oder Alleinreisende geeignet und sehr ruhig im Hinterhof gelegen. Wohn- & Schlafraum, Küche, Duschbad mit Toilette. Rauchen verboten!  Keine Partys oder Veranstaltungen inlk. WLAN & TV!","Wohn- & Schlafraum, Küche, Duschbad mit Toilette. Direkt im Vorderhaus gibt es eine Bäckerei und sehr nahe eine Kaffee-Rösterei.","New Fast DSL50 Internet. Die Unterkunft befindet sich am Bergmann Kiez. Dort gibt es sehr viele schöne Cafés, Bars. Genauso nah liegen die Hasenheide, das Tempelhofes Feld, der Victoria Park und der Gräfe Kiez. Sehr gut mit  U–Bahn und Bus zu erreichen. Die Unterkunft ist gut für Paare oder Alleinreisende geeignet und sehr ruhig im Hinterhof gelegen. Wohn- & Schlafraum, Küche, Duschbad mit Toilette. Rauchen verboten!  Keine Partys oder Veranstaltungen inlk. WLAN & TV! Wohn- & Schlafraum, Küche, Duschbad mit Toilette. Direkt im Vorderhaus gibt es eine Bäckerei und sehr nahe eine Kaffee-Rösterei. Wohn- & Schlafraum, Küche, Duschbad mit Toilette. Ich bin jederzeit für die Gäste erreichbar. U7 Südstern oder U7 Gneisenaustraße Bus 140 (Gneisenaustr./Baerwaldstr.) Gerne bin ich für die Gäste erreichbar und freue mich Euch behilflich zu sein.",125552056,Kylo,"Berlin, Berlin, Germany",,t,Friedrichshain-Kreuzberg,Berlin,Berlin,10961,Berlin,52.48976999999999,13.4033,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,Wifi,Kitchen,""Pets allowed"",""Free street parking"",Heating,Washer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Private living room"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Luggage dropoff allowed""}",,44.0
4489,21812023,"BIG room/Balcony/View of river, museums, cathedral",This is a huge room with one of the best views in Berlin. You get your own 30m2 room with a private bathroom while sharing a space with two awesome guys (my husband and me). We look forward to your visit and will make sure you have the best time in Berlin.,"The room is huge! It has access to a balcony with outdoor furniture and there is a fireplace inside the bedroom. The space is very well lit by 4 floor-to-ceiling windows. One window has a direct view to the Spree River, Cathedral, and beautiful Monbijoubrücke. The other windows have a great view of Bode Museum (and wonderful dome), Monbijou park (former residence of the Queen of Prussia) and the famous Synagogue. From the balcony you can witness incredible, breathtaking sunsets.","This is a huge room with one of the best views in Berlin. You get your own 30m2 room with a private bathroom while sharing a space with two awesome guys (my husband and me). We look forward to your visit and will make sure you have the best time in Berlin. The room is huge! It has access to a balcony with outdoor furniture and there is a fireplace inside the bedroom. The space is very well lit by 4 floor-to-ceiling windows. One window has a direct view to the Spree River, Cathedral, and beautiful Monbijoubrücke. The other windows have a great view of Bode Museum (and wonderful dome), Monbijou park (former residence of the Queen of Prussia) and the famous Synagogue. From the balcony you can witness incredible, breathtaking sunsets. You will have private use of the bedroom and bathroom. You may also use the kitchen and balcony. The bathroom is your own and for your exclusive use. This neighborhood has all of the most famous landmarks in Berlin. Dom (Cathedral), Museum Island, Brandenburg",2156512,Carlos,"Berlin, Berlin, Germany","I currently live with my husband in Berlin, where I work as a freelance teacher/translator. Anyone who has ever met me can say I have a true passion for languages. I also love to meet people from all over the world, learn as much as I can about their life experience, and all-in-all, widen my horizons every day.",t,Mitte,Berlin,Berlin,10178,Berlin,52.523630000000004,13.398879999999998,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{Wifi,Kitchen,""Paid parking off premises"",Elevator,""Indoor fireplace"",Heating,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",""Laptop friendly workspace"",Bathtub,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Luggage dropoff allowed"",""Wide hallways"",""No stairs or steps to enter"",""Wide entrance for guests"",""Well-lit path to entrance"",""No stairs or steps to enter"",""Wide entrance"",""Extra space around bed"",""Accessible-height bed"",""No stairs or steps to enter"",""No stairs or steps to enter"",""Wide entryway"",""Host greets you"",Waterfront}",,84.0
4491,21824032,At home in Berlin-Kreuzberg,"Ich vermiete eine ruhige Dachgeschosswohnung im lebhaften Kreuzberg, nicht weit von den wichtigsten Sehenswürdigkeiten entfernt. Das Zimmer befindet sich im vierten Stock (ohne Aufzug), hat einen separaten Eingang, sowie ein eigenes Badezimmer, eine kleine Kochgelegenheit und einen gemütlichen Balkon zum Hinterhof. U-Bahn und Busse sind wenige Minuten entfernt. Supermärkte, Cafés, Kneipen und Bars sind in direkter Umgebung.",,"Ich vermiete eine ruhige Dachgeschosswohnung im lebhaften Kreuzberg, nicht weit von den wichtigsten Sehenswürdigkeiten entfernt. Das Zimmer befindet sich im vierten Stock (ohne Aufzug), hat einen separaten Eingang, sowie ein eigenes Badezimmer, eine kleine Kochgelegenheit und einen gemütlichen Balkon zum Hinterhof. U-Bahn und Busse sind wenige Minuten entfernt. Supermärkte, Cafés, Kneipen und Bars sind in direkter Umgebung.",159092679,Lisa,"Berlin, Berlin, Germany",,t,Friedrichshain-Kreuzberg,Berlin,Berlin,10999,Berlin,52.50128,13.41766,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,"{TV,""Cable TV"",Wifi,Kitchen,""Free street parking"",Heating,Essentials,Hangers,""Hair dryer"",""Laptop friendly workspace"",""Private entrance"",""Hot water"",""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Long term stays allowed"",""Host greets you""}",,45.0
4512,21880961,Huge room in Amazing apt - perfect Mitte location,"Very large and bright room in lovely and clean apartment in the most central location of Berlin surrounded with cafes, restaurants and shops. 1 min walk from Ubahn and tram.",My name is Ben and I am a designer living and working in Berlin. I look forward to hosting you in my flat.,"Very large and bright room in lovely and clean apartment in the most central location of Berlin surrounded with cafes, restaurants and shops. 1 min walk from Ubahn and tram. My name is Ben and I am a designer living and working in Berlin. I look forward to hosting you in my flat.",156893887,Benjamin,"Los Angeles, California, United States",,t,Mitte,Berlin,Berlin,10119,Berlin,52.53073000000001,13.403360000000001,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{Wifi,Kitchen,Heating,Washer,""Smoke detector"",Essentials,Shampoo,Hangers,""Hair dryer"",""Laptop friendly workspace"",""Private living room"",""Hot water"",""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,Other}",,59.0
4521,21907022,Marvelous room in the hottest area in Berlin,Cozy sweet room ! With a many colors and beauty. In the house you will find a lot of vintage and antique unique staff I collected during the years from the many flea markets in Berlin. The room located in one of the most attractive area in Berlin only 2 min from the KDV famous department store next to Wittenbergplatz train Station who located in a very known shopping area including the new bikini mall. In walking distance is also the Berlin Zoo and the broken church.  Very good transportation.,,Cozy sweet room ! With a many colors and beauty. In the house you will find a lot of vintage and antique unique staff I collected during the years from the many flea markets in Berlin. The room located in one of the most attractive area in Berlin only 2 min from the KDV famous department store next to Wittenbergplatz train Station who located in a very known shopping area including the new bikini mall. In walking distance is also the Berlin Zoo and the broken church.  Very good transportation. In the apartment comfort kitchen with coffee machine you can use. Also include washing machine. I’m very happy to guide and give any help you need. The neighborhood is the the famous gay friendly area with bars and coffee places and special stores.,5597128,Avi,Tel Aviv,"I'm Avi, I own an antique shop in Tel Aviv. I like to relax in vacations, go to restaurants and small shops.",t,Tempelhof - Schöneberg,Berlin,Berlin,10777,Berlin,52.49951,13.34341,Apartment,Private room,2,1.0,0.0,1.0,Real Bed,"{Wifi,Kitchen,""Smoking allowed"",""Pets allowed"",Elevator,""Hot tub"",""Buzzer/wireless intercom"",Heating,Washer,""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Host greets you""}",,25.0
